-0.096451, -0.036462, 1
-0.095226, -0.049722, 1
-0.095166, 0.044015, 1
-0.092880, -0.030490, 1
-0.092205, -0.011137, 1
-0.091330, -0.054047, 1
-0.091313, 0.051819, 1
-0.090024, -0.048431, 1
-0.088825, 0.026095, 1
-0.088691, 0.021941, 1
-0.087426, -0.014521, 1
-0.086792, 0.059560, 1
-0.085140, -0.028449, 1
-0.084966, 0.034653, 1
-0.083662, -0.023527, 1
-0.082254, 0.053244, 1
-0.081480, 0.011298, 1
-0.079888, -0.030441, 1
-0.079386, -0.048506, 1
-0.079279, 0.027349, 1
-0.078716, 0.007910, 1
-0.078501, 0.027452, 1
-0.077121, -0.066319, 1
-0.076805, 0.017028, 1
-0.076761, 0.052592, 1
-0.076505, 0.073810, 1
-0.075413, -0.062856, 1
-0.075192, -0.030088, 1
-0.075128, -0.081209, 1
-0.074872, -0.025919, 1
-0.074037, 0.001723, 1
-0.073065, 0.007535, 1
-0.072363, 0.004875, 1
-0.070633, 0.025986, 1
-0.069767, -0.048262, 1
-0.068710, -0.006199, 1
-0.067553, 0.013065, 1
-0.066154, 0.011380, 1
-0.064331, 0.021661, 1
-0.064160, 0.051933, 1
-0.063833, 0.014209, 1
-0.063558, -0.016633, 1
-0.062607, 0.070578, 1
-0.062373, -0.020204, 1
-0.061982, -0.003867, 1
-0.061533, 0.047413, 1
-0.060495, 0.070531, 1
-0.059636, 0.009046, 1
-0.059029, 0.008283, 1
-0.058351, -0.002351, 1
-0.058089, 0.033961, 1
-0.057503, -0.056281, 1
-0.056697, 0.008081, 1
-0.056221, 0.023047, 1
-0.055654, 0.057792, 1
-0.055594, -0.007800, 1
-0.055439, -0.003591, 1
-0.055302, 0.080009, 1
-0.053196, -0.020058, 1
-0.053103, 0.012235, 1
-0.052538, -0.021532, 1
-0.052279, 0.052282, 1
-0.052143, 0.043482, 1
-0.051947, 0.037101, 1
-0.051815, 0.007931, 1
-0.051447, 0.096742, 1
-0.050702, 0.000829, 1
-0.050682, -0.004508, 1
-0.050561, 0.022359, 1
-0.049911, 0.052671, 1
-0.049419, -0.042362, 1
-0.049238, -0.091525, 1
-0.048600, 0.041907, 1
-0.047954, -0.041929, 1
-0.047927, -0.009800, 1
-0.047866, -0.058044, 1
-0.047624, 0.014389, 1
-0.047435, -0.045026, 1
-0.046502, 0.038856, 1
-0.045489, -0.054592, 1
-0.045248, 0.004213, 1
-0.045123, 0.011619, 1
-0.045045, 0.036605, 1
-0.044878, -0.011438, 1
-0.044788, 0.025364, 1
-0.044111, -0.029438, 1
-0.043617, -0.044641, 1
-0.043607, -0.005415, 1
-0.043546, 0.004461, 1
-0.043448, -0.043682, 1
-0.043264, -0.016345, 1
-0.043259, 0.003998, 1
-0.043249, 0.055823, 1
-0.042855, -0.026457, 1
-0.042825, -0.071709, 1
-0.042413, 0.031721, 1
-0.042223, -0.053705, 1
-0.041692, 0.019592, 1
-0.041513, 0.013753, 1
-0.041510, -0.043278, 1
-0.041234, 0.056896, 1
-0.041056, -0.033775, 1
-0.041014, -0.011491, 1
-0.040451, -0.043594, 1
-0.039897, 0.003105, 1
-0.039746, -0.015793, 1
-0.039571, -0.004002, 1
-0.039558, 0.050580, 1
-0.039538, 0.007108, 1
-0.039441, 0.079412, 1
-0.039249, 0.018104, 1
-0.039217, 0.000067, 1
-0.038339, 0.023479, 1
-0.038179, -0.033811, 1
-0.038127, 0.019173, 1
-0.038068, -0.006620, 1
-0.037763, 0.064918, 1
-0.037530, -0.032661, 1
-0.037398, -0.042978, 1
-0.037258, 0.051502, 1
-0.037173, 0.013297, 1
-0.037093, -0.058851, 1
-0.036939, -0.026612, 1
-0.036766, -0.043716, 1
-0.036554, -0.015139, 1
-0.036337, -0.006418, 1
-0.036330, -0.041847, 1
-0.036313, 0.024884, 1
-0.036048, 0.058974, 1
-0.036040, 0.018947, 1
-0.035948, -0.032986, 1
-0.035873, 0.062175, 1
-0.035199, -0.013270, 1
-0.035168, -0.088077, 1
-0.035073, -0.007334, 1
-0.034797, -0.010458, 1
-0.034224, -0.004235, 1
-0.034204, 0.021075, 1
-0.032591, -0.055014, 1
-0.032458, -0.022576, 1
-0.032404, 0.018121, 1
-0.032323, 0.001893, 1
-0.032079, 0.012690, 1
-0.031513, 0.043025, 1
-0.031407, 0.029652, 1
-0.031181, 0.014835, 1
-0.031094, 0.014110, 1
-0.030931, -0.016785, 1
-0.030910, 0.025664, 1
-0.030894, 0.029953, 1
-0.030486, -0.034731, 1
-0.030285, -0.050644, 1
-0.030178, -0.036717, 1
-0.030161, -0.040372, 1
-0.030024, -0.000152, 1
-0.029813, -0.033763, 1
-0.029637, -0.018914, 1
-0.029541, 0.020909, 1
-0.029428, -0.039192, 1
-0.029407, -0.003148, 1
-0.029216, 0.019344, 1
-0.029171, 0.009810, 1
-0.028891, -0.015037, 1
-0.028501, -0.020001, 1
-0.028479, 0.023805, 1
-0.028451, 0.000744, 1
-0.028447, 0.002976, 1
-0.028437, -0.011130, 1
-0.028142, -0.014523, 1
-0.028064, -0.019142, 1
-0.027823, 0.004732, 1
-0.027767, 0.002598, 1
-0.027541, 0.032380, 1
-0.027471, 0.002278, 1
-0.027458, -0.019174, 1
-0.027394, -0.003652, 1
-0.027240, 0.018554, 1
-0.026815, -0.031992, 1
-0.026690, -0.031322, 1
-0.026681, 0.029007, 1
-0.026514, -0.045462, 1
-0.026274, 0.081632, 1
-0.026131, 0.036102, 1
-0.026124, 0.019258, 1
-0.026102, 0.031536, 1
-0.025991, -0.025540, 1
-0.025914, -0.027560, 1
-0.025573, 0.032676, 1
-0.025211, -0.009391, 1
-0.025038, 0.008082, 1
-0.024658, -0.033228, 1
-0.024591, -0.020240, 1
-0.024221, -0.010428, 1
-0.024185, -0.021724, 1
-0.024108, 0.018978, 1
-0.024058, -0.060454, 1
-0.024022, 0.004362, 1
-0.023799, -0.011128, 1
-0.023730, -0.017253, 1
-0.023640, 0.056736, 1
-0.023569, 0.008761, 1
-0.023393, -0.036395, 1
-0.023310, -0.074099, 1
-0.023223, -0.028930, 1
-0.023140, 0.018522, 1
-0.023062, 0.021195, 1
-0.022588, 0.043357, 1
-0.022376, -0.012228, 1
-0.022347, -0.041110, 1
-0.022125, -0.010830, 1
-0.021914, -0.027746, 1
-0.021596, 0.030033, 1
-0.021529, 0.087965, 1
-0.021455, -0.039827, 1
-0.021442, -0.023742, 1
-0.021415, 0.006100, 1
-0.021100, -0.042817, 1
-0.020898, -0.015589, 1
-0.020763, 0.021092, 1
-0.020447, 0.016995, 1
-0.020396, 0.012106, 1
-0.020344, -0.016012, 1
-0.020296, 0.004101, 1
-0.020084, 0.022121, 1
-0.019976, -0.005707, 1
-0.019828, 0.027423, 1
-0.019701, -0.005386, 1
-0.019508, 0.044988, 1
-0.019403, -0.020003, 1
-0.019195, -0.011442, 1
-0.018893, 0.035077, 1
-0.018875, -0.005861, 1
-0.018865, -0.048218, 1
-0.018637, 0.018585, 1
-0.018562, 0.024879, 1
-0.018518, 0.028710, 1
-0.018103, -0.024143, 1
-0.017885, -0.000746, 1
-0.017737, -0.045698, 1
-0.017719, -0.015911, 1
-0.017471, -0.060727, 1
-0.017290, -0.006435, 1
-0.017265, -0.029079, 1
-0.017217, -0.023949, 1
-0.017039, 0.023914, 1
-0.017006, -0.036789, 1
-0.016932, 0.019831, 1
-0.016918, -0.013292, 1
-0.016830, -0.067373, 1
-0.016762, -0.012368, 1
-0.016665, 0.040124, 1
-0.016466, 0.000598, 1
-0.016396, 0.001171, 1
-0.016304, 0.091275, 1
-0.016262, -0.000872, 1
-0.016176, -0.027519, 1
-0.016143, 0.021174, 1
-0.015817, 0.075059, 1
-0.015786, 0.026516, 1
-0.015604, -0.010549, 1
-0.015576, 0.025594, 1
-0.015485, 0.066799, 1
-0.015351, -0.024393, 1
-0.015125, -0.008417, 1
-0.015052, -0.010238, 1
-0.015010, -0.011387, 1
-0.014968, -0.005498, 1
-0.014944, 0.051123, 1
-0.014366, 0.003975, 1
-0.014349, 0.004788, 1
-0.014226, -0.006735, 1
-0.014132, -0.006237, 1
-0.014005, 0.054188, 1
-0.013915, 0.034257, 1
-0.013871, -0.016821, 1
-0.013798, 0.017237, 1
-0.013575, -0.016418, 1
-0.013422, -0.017479, 1
-0.013067, 0.006870, 1
-0.012956, -0.021554, 1
-0.012939, 0.012214, 1
-0.012908, -0.024780, 1
-0.012548, -0.022896, 1
-0.012526, -0.014568, 1
-0.012516, -0.005989, 1
-0.012359, 0.018537, 1
-0.012155, 0.004198, 1
-0.012056, -0.062694, 1
-0.012004, -0.006581, 1
-0.011730, 0.033122, 1
-0.011542, -0.030333, 1
-0.011521, -0.015635, 1
-0.011453, 0.039830, 1
-0.011219, 0.021203, 1
-0.010994, 0.005308, 1
-0.010951, -0.003730, 1
-0.010895, 0.007297, 1
-0.010683, -0.034614, 1
-0.010585, 0.008052, 1
-0.010384, -0.014485, 1
-0.010373, 0.000349, 1
-0.010314, -0.019205, 1
-0.010095, -0.022884, 1
-0.009796, 0.000882, 1
-0.009762, 0.012113, 1
-0.009671, -0.059757, 1
-0.009603, 0.018580, 1
-0.009572, 0.005802, 1
-0.009518, 0.017648, 1
-0.009503, -0.016711, 1
-0.009435, 0.009174, 1
-0.009402, -0.041457, 1
-0.009354, -0.012872, 1
-0.009283, 0.007151, 1
-0.009261, -0.003793, 1
-0.009221, -0.006073, 1
-0.009166, 0.011799, 1
-0.009004, 0.006851, 1
-0.008951, 0.019464, 1
-0.008916, 0.032793, 1
-0.008909, 0.034482, 1
-0.008800, 0.026910, 1
-0.008792, 0.007050, 1
-0.008777, 0.025184, 1
-0.008548, 0.000749, 1
-0.008477, -0.028607, 1
-0.008475, 0.025704, 1
-0.008468, -0.005562, 1
-0.008393, -0.024418, 1
-0.008323, 0.052423, 1
-0.008200, -0.059666, 1
-0.007974, 0.003688, 1
-0.007910, 0.013175, 1
-0.007854, 0.016439, 1
-0.007819, 0.006628, 1
-0.007818, -0.007661, 1
-0.007768, 0.028964, 1
-0.007733, -0.014287, 1
-0.007689, 0.077339, 1
-0.007642, 0.025564, 1
-0.007557, 0.066844, 1
-0.007476, -0.012673, 1
-0.007448, 0.015918, 1
-0.007379, 0.029429, 1
-0.007335, 0.015209, 1
-0.007333, -0.061590, 1
-0.007309, -0.020078, 1
-0.007285, -0.063095, 1
-0.007201, 0.037365, 1
-0.007151, 0.043978, 1
-0.006851, -0.008790, 1
-0.006829, 0.004130, 1
-0.006747, 0.000672, 1
-0.006598, -0.008703, 1
-0.006549, 0.008484, 1
-0.006548, 0.022867, 1
-0.006520, 0.024487, 1
-0.006502, 0.089672, 1
-0.006363, 0.018512, 1
-0.006029, -0.022273, 1
-0.005984, 0.000640, 1
-0.005727, 0.024164, 1
-0.005607, -0.027746, 1
-0.005603, 0.062732, 1
-0.005394, 0.011704, 1
-0.005271, 0.015561, 1
-0.005229, -0.000302, 1
-0.005218, -0.039809, 1
-0.005202, 0.025760, 1
-0.005192, 0.004510, 1
-0.005066, -0.093791, 1
-0.004969, 0.034895, 1
-0.004919, 0.031273, 1
-0.004848, 0.012474, 1
-0.004833, -0.023815, 1
-0.004803, 0.007351, 1
-0.004760, -0.091927, 1
-0.004736, 0.030340, 1
-0.004688, -0.028822, 1
-0.004656, 0.055242, 1
-0.004608, -0.001436, 1
-0.004591, -0.005283, 1
-0.004565, -0.009567, 1
-0.004556, 0.014748, 1
-0.004530, 0.015557, 1
-0.004413, -0.023868, 1
-0.004338, 0.014399, 1
-0.004127, 0.035931, 1
-0.004093, 0.014757, 1
-0.003857, -0.067232, 1
-0.003845, -0.026773, 1
-0.003837, -0.016775, 1
-0.003782, -0.012583, 1
-0.003652, -0.001194, 1
-0.003650, -0.047387, 1
-0.003469, -0.015622, 1
-0.003444, -0.018170, 1
-0.003398, 0.003318, 1
-0.003224, 0.009424, 1
-0.003182, -0.002637, 1
-0.003144, -0.000706, 1
-0.003078, 0.001395, 1
-0.002973, -0.008271, 1
-0.002943, 0.048743, 1
-0.002887, -0.016716, 1
-0.002828, -0.001780, 1
-0.002770, -0.024117, 1
-0.002762, 0.074123, 1
-0.002644, 0.004945, 1
-0.002607, 0.010539, 1
-0.002573, -0.013834, 1
-0.002552, 0.021873, 1
-0.002490, -0.029441, 1
-0.002437, 0.005140, 1
-0.002349, 0.024592, 1
